Cluster,Title,Summary
0,Ispanija turi reikalavimą „Eurovizijai“: iškėlė svarbią problemą,"„Eurovizijoje"" Ispanijos visuomeninis transliuotojas prašo Europos transliuotojų sąjungos surengti diskusiją dėl Izraelio televizijos dalyvavimo, nes Izraelio dalyvavimas šiame renginyje, vykstant „Hamas"" karui Gazos Ruože, buvo sukeltas propalestinietiškų demonstracijų. Izraelio atstovė Eden Golan turėjo pakeisti savo dainos tekstą dėl nuorodų į 2023-iųjų spalio 7-ąją įvykdytą mirtiną „Hamas"" išpuolį."
0,Tragedija naktiniame klube – mirė ten koncertavęs garsus atlikėjas: gelbėtojų šaukėsi dainuodamas,"„Jet Set“ naktinio klubo „Jet Set“ griuvėsiai Santo Dominge, įgriuvus stogui, žuvo žymus dainininkas Rubby Perezas, kuris buvo nugabentas į ligoninę po to, kai medikai rado dainuojantį po griuvėsiais; nelaimės metu žuvo mažiausiai 218 žmonės, o valdžios institucijos daugiausia dėmesio skiria paieškos ir gelbėjimo operacijai."
0,Kaip didžiausias II pasaulinio karo partizanų judėjimas Vakarų Europoje padėjo sutriuškinti nacius,"„Italų partizanai“ buvo Italijos pasipriešinimo diktatūrai judėjimas, susibūręs iš įvairių politinių požiūrų žmonių, tačiau išliko stiprus ir ryžtingas 1943–1945 m. karo metu, kovoję su nacistinėmis ir fašistinėmis pajėgomis, įkvėpdami šiuolaikinę Italijos respubliką. Šis pasipriešinimo judėjimas, išaugęs iš beveik du dešimtmečius trukusios antifašistinės opozicijos, susilaukė didelių neramumų ir streikų Italijoje, tačiau išliko stiprus ir sėkmingai kovojo su fašistinėmis"
0,"Maltiečių savanoriai: kas paglobos sergančios močiutės katę, kas nuveš į bažnyčią ar ras naują šaldytuvą?","„Pagalba-seneliams"" ir „Vilniaus-savanoriai"" interneto grupėse Maltos ordino pagalbos tarnyboje greitai reaguoja į įvairias užklausas apie pagalbos prašymus, tokias kaip kačių priglaustymas ligoninėje ar senelių palydimas, o maltiečių savanorių grupė „Pagalba-seneliams"" teikia profesinę pagalbą senjorams, teikiant nemokamas konsultacijas ir konsultacijas."
0,Išskirtinis Lietuvos dvaras paskelbė netikėtą naujieną: atgims autentiškas statinys,"„Antroji Zyplių dvaro oficina“ bus atnaujinta ir pritaikyta visuomenei, siekiant atkurti XIX a. dvaro personalo gyvenimą bei modernizuoti pastatą, investuojant daugiau nei 0,7 mln. eurų, iš kurių 463 450 eurų sudaro 2021-2027 m. Europos Sąjungos fondų lėšos."
0,"Lietuva – tarp šalių, kuriose per 14 metų labiausiai brango būstas ir jo nuoma","„2024 m. ketvirtąjį ketvirtį būsto kainos ES padidėjo 4,9 proc., o nuomos kainos - 3,2 proc., palyginti su 2023 m. trečiuoju ketvirčiu. Nuo 2010 m. iki 2024 m. ketvirtojo ketvirčio būsto kainos ES padidėjo 55,4 proc., o nuomos - 26,7 proc., labiausiai padidėjusios Vengrijoje ir Estijoje."
0,Stabdomas eismas kelyje Šiauliai–Palanga: po avarijos tarnybos kelia didžiagabaritį krovinį,"„Via Lietuva“ praneša, kad kelio Šiauliai-Palanga 84-ajame kilometre dėl vilkiko su vėjo jėgainės dalimi nuvirto šešių metrų skersmens bokštas, todėl šeštadienį yra uždaromas eismas, o eismas kreipiamas vietine 4 kilometrų ilgio apylanka ties Grumblių gyvenviete."
0,"Nevalgykite, o skubiai grąžinkite: šiame prekybos tinkle galėjote įsigyti salmonelėmis užkrėstą užkandį","Tekste aptariama, kaip patogeniniai mikroorganizmai gali sukelti per maistą plintančias ligas, tokias kaip salmonelioza, todėl „Lidl“ išėmė nesaugią prekę iš prekybos ir informavo pirkėjus apie grąžinimą, o pirkėjai gali ją grąžinti visose parduotuvėse."
0,Legendinis „Titanikas“: mokslininkai turi naujų žinių apie paskutines akimirkas laive,"„National Geographic“ dokumentiniame filme „Titanikas: skaitmeninis prisikėlimas“ atskleidžiama, kaip „Titaniko“ povandeninio laivo inžinieriai dirbo paskutinėmis akimirkomis, skenuojant laivo nuolaužas 12 500 pėdų gylyje po vandeniu, ir atskleidžiama, kaip skaitmeninis laivo skenavimas atskleidė neįtikėtinai detalių laivo nuolaužų atvaizdą. Šis procesas, kuris užtruko daugiau nei 200 valandų, leido tyrėjams gauti natūralaus dydžio laivo"
0,Antkapiai su nuolaida skubantiems vairuotojams: Lietuvoje startavo netikėta akcija,"„antkapiaigreitiems.lt“ interneto svetainėje siūloma sukurti antkapių dizainą, parinkti nuotrauką ir užrašą, siekdama atkreipti dėmesį į greičio viršijimo riziką keliuose ir pažadinti atsakomybės jausmą vairuotojams. Ši iniciatyva tęsis tris mėnesius, o vairuotojų apklausa įvertins jos poveikį."
0,„Regitroje“ bandęs registruotis telefonu kaunietis liko nieko nepešęs ir poskyryje: kas čia per tvarka?,"„Regitra“ informavo, kad vairuotojo pažymėjimą galima užsisakyti dviem būdais: internetu arba padalinyje, o nauja registracijos tvarka mažina eiles ir užtikrina geresnį paslaugų prieinamumą klientams."
0,Po Trumpo sprendimo stabdyti muitus 90 dienų JAV ir Azijos akcijų biržose seniai matytas šuolis,"„S&P 500“ ir „Nasdaq Composite“ JAV akcijų indeksai ketvirtadienį patyrė nuosmukį, prarasdami dalį pelno, o Europos akcijos išsikvėpė po to, kai JAV prezidentas D. Trumpas padidino muitus Kinijai."
0,"Stebuklingas dyzelinis „Volkswagen“: 100 km – tik 1,7 l degalų","„Volkswagen Öko-Polo“ yra retas ir unikalus „Volkswagen“ modelis, kurio variklis yra dviejų cilindrų dyzelis su kompresoriumi, sukurtas ne tik tam, kad būtų pigus ir ekonomiškas automobilis, bet ir siekiantis didinti variklio efektyvumą ir didinti galią. Šis modelis yra retas ir unikalus „Volkswagen“ modelis, sukūręs daugybę įdomių automobilių, tokių kaip „Passat“ su W8 varikliu ir „Volkswagen Polo“ su unikaliu Öko-Polo"
0,Dėl piktybinio keleivio į Vilnių iš Briuselio skridęs lėktuvas netikėtai turėjo leistis Berlyne,"„Brussels Airlines"" skrydis iš Briuselio į Vilnių buvo sutrikdytas dėl keleivio, kuris buvo nukreiptas į Berlyną, tačiau keleiviui buvo suteikta skubi medicininė pagalba. Skrydis tęsėsi į Vilnių, o „airBaltic"" atsiprašo už galimus nepatogumus."
0,Ukrainiečiai susprogdino Rusijos bombonešį: nuostolis – 100 milijonų,"„Tu-22M3“ dronas sunaikino Rusijos tolimojo nuotolio bombonešį „Tu-22M3“ ir pažeidė svarbią infrastruktūrą, naudojamą raketų sistemų parengimui, o tai gali turėti įtakos būsimų Rusijos oro smūgių operaciniam tempui. Ukrainos pareigūnai neatskleidė, kokio tipo dronas buvo panaudotas per šį smūgį, tačiau Kijevo bepiločių orlaivių sistemų veikimo nuotolis ir tikslumas pastaraisiais mėnesiais didėjo."
0,"Ar Kinija tikrai subūrė 16 valstybių į vieną atsiskaitymo sistemą, kad apeitų dolerį?","„D. Trumpo muitai“ JAV produkcijai padidino bendrą muitų tarifą iki 104 proc., o Kinija sujungė 16 šalių į vieną atsiskaitymo sistemą, apeinant JAV dolerį ir SWIFT, tačiau vieningos valiutų apsikeitimo sistemos ji šiuo metu neturi."
1,Netikėtas vizitas: į karo niokojamą Ukrainą atvyko princas Harry,"Tekste aptariama, kaip britų princas Harry apsilankė Ukrainoje, kur bendravo su žmonėmis, nukentėjusiais nuo karo, ir dalyvavo teismo posėdžiuose, svarstydamas apeliaciją dėl vyriausybės sprendimo sumažinti policijos apsaugą jam lankantis Jungtinėje Karalystėje."
1,Princai Williamas ir Harry išgyvena širdį spaudžiančią netektį: mirė brangus žmogus,"„Krekeriu“ Grahamas Crakeris, buvęs Metropoliteno policijos pareigūnas ir princų apsauginis, buvo su princijais Williamu ir Harry, kai sužinojo apie princesės Dianos mirtį, ir buvo su jais su vaikais Balmoralyje Škotijoje, lydėjęs jų laidotuves. Jis buvo apdovanotas Karališkojo Viktorijos laikų ordino nariu ir vėliau dirbo labdaros organizacijose, remiančiomis suaugusiuosius su mokymosi sutrikimais."
1,Naujas „Baltojo lotoso“ sezonas: Tailando intrigos ir lietuviškas akcentas,"„Baltasis lotosas“ serialas, režisuotas Tailando režisieriaus Mike White, siūlo žiūrovams intrigas prabangiame kurorte ir subtilų humoro jausmą su lietuviškais akcentais, įskaitant lietuvį aktorių Arną Fedaravičių, kuris pelnė 20-čiai „Emmy“ statulėlių 13-ąją kategoriją. Serialas, kurio veiksmas vyksta Havajuose, atskleidžia"
1,"Televiziniai „Oskarai“ – išdalinti, o šiuos „Emmy“ laimėtojus galite pamatyti per TELIA PLAY","„Emmy"" apdovanojimuose šiemet varžosi ne tik TV ekranų žvaigždės, bet ir kino žvaigždės, pavyzdžiui, Jodie Foster už geriausią mini serialą „Tikras detektyvas"", kuris pirmą kartą laimėjo „Emmy"" statulėlę. Serialas, pasakojantis apie dvi skirtingų pasaulėžiūrų komikes, leidžia iš arti pažvelgti į komedijos pasaulį"
1,Princai Williamas ir Harry išgyvena širdį spaudžiančią netektį: mirė brangus žmogus,"Tekste aptariamas karališkojo asmens sargybinis Grahamas Crakeris, kuris mirė būdamas 77 metų ir dirbęs princų apsauginiu nuo 2001 metų. Crakeris, buvęs Metropoliteno policijos pareigūnas ir Karališkojo Viktorijos laikų ordino narys, už nuopelnus karališkajai šeimai paskyrė jį Karališkojo Viktorijos ordino nariu."
1,Mirė bokso legenda George'as Foremanas,"„Didysis George'as“ George'as Foremanas, išgarsėjęs kaip Didysis George'as, buvo žymus profesionalus boksininkas, kuris 1968 m. tapo olimpiniu čempionu ir dukart pasaulio čempionu, o jo karjera buvo viena ilgiausių sporto istorijoje, įskaitant olimpinius ir pasaulio čempionus. Jis buvo vedęs 5 kartus ir susilaukė 12 vaikų, o visi 5 sūnūs pavadinti jo vardu."
1,Danielio Craigo era baigėsi – kas taps kitu agentu Džeimsu Bondu? Trys realiausi kandidatai,"„Amazon"" už 1 mlrd. dolerių perėmusi Džeimso Bondo frančizę, interneto milžinė turi apsispręsti dėl aktorių Danielio Craigo, kuris nebevaidins legendinio britų slaptojiagento 007, tačiau jis liks kaip daugiausiai uždirbęs Džeimso Bondo aktorius."
1,Mirė legendinio serialo „Namelis prerijose“ žvaigždė,"„Namelio prerijose“ šeima neteko vieno nario – aktoriaus Jacko Lilley, kuris mirė būdamas 91-erių. Lilley buvo žinomas dėl savo vaidmenų filmuose ir serialuose, įskaitant „Blazing Saddles“ ir „The Magnificent Seven“."
2,"Proveržis moksle: tyrėjai pristatė 3D hologramas, kurias galima paliesti ir pajudinti","„Ispanijos Navaros universiteto informatikos profesorius Asier Marzo“ tyrinėja, kaip trimatės hologramos gali būti fiziškai interaktyvios naudojant elastingą medžiagą, leidžiančią tiesiogiai valdyti 3D grafiką rankomis, nepažeidžiant holografinės sistemos. Nors hologramas vis dar eksperimentinė technologija, tyrėjai pabrėžia, kad yra daugybė būdų, kaip tai pritaikyti, jei būtų komercializuota."
2,Lietuvį pribloškė traukinyje sutikto Mišos pranašystė: „Rusai taip paprastai neišvyksta“,„Nepaisant aneksijos aneksijos aneksijos aneksijos aneksijos aneksijos aneksijos aneksijos aneksijos po aneksijos po aneksijos po aneksijos po aneksijos po aneksijos aneksijos į Krymą į Krymą po aneksijos Krymą po aneksijos aneksijos po aneksijos aneksijos po aneksijos po aneksijos po aneksijos į Krymą po aneksijos po aneksijos į Krymą
2,"Vaisius, daržoves ir sveikatai palankius pieno produktus darželiuose ir mokyklose ragauja net nevalgiukai","„Vaisių ir daržovių bei pieno produktų vartojimo skatinimo programa“ siekia skatinti sveiką mitybą vaikų ugdymo įstaigose, įtraukiant šviežius produktus, be perteklinio cukraus, druskos ir sočiųjų riebalų, ir ugdant vaikų supratimą apie maisto kilmę bei"
2,"Ką kiekvienas galėtume padaryti, kad įtraukusis ugdymas būtų sėkmingas? Pasižiūrėti į veidrodį","„Įtraukusis ugdymas“ yra procesas, kurio metu mokyklos stengiasi įtraukti visus vaikus, turinčius specialiųjų poreikių, į ugdymo procesą, atsižvelgdamos į jų individualius poreikius ir pedagogų kvalifikacijos kėlimą. Mokytojai nuolat mokosi ir dirba, siekiant patenkinti kiekvieno vaiko individualius poreikius, o mokyklas skatina nuolatinis mokymasis ir įtraukimas."
2,„Telia“ kviečia skirti daugiau dėmesio tikram ryšiui: bent valandą per dieną nesinaudoti išmaniaisiais įrenginiais,"„Telia“ socialinė kampanija kviečia žmones bent valandai per dieną atsisakyti išmaniųjų įrenginių ir skirti daugiau dėmesio tikram ryšiui bei bendravimui su aplinkiniais, siekiant atsispirti betikslio naršymo įpročiui. Skaitmeninės etikos centro įkūrėja Renata Gaudinskaitė pabrėžia, kad ekranų naudojimas gali neigiamai paveikti sveikatą ir mažinti susidomėjimą realiu pasauliu."
